symbol,name,series,isin,yahoo_symbol
IFGLEXPOR,IFGL Refractories Limited,EQ,INE133Y01011,IFGLEXPOR.NS
IGARASHI,Igarashi Motors India Limited,EQ,INE188B01013,IGARASHI.NS
IGCL,Indogulf Cropsciences Limited,EQ,INE05J901018,IGCL.NS
IGIL,International Gemological Institute Limited,EQ,INE0Q9301021,IGIL.NS
IGL,Indraprastha Gas Limited,EQ,INE203G01027,IGL.NS
IGPL,IG Petrochemicals Limited,EQ,INE204A01010,IGPL.NS
IIFL,IIFL Finance Limited,EQ,INE530B01024,IIFL.NS
IIFLCAPS,IIFL Capital Services Limited,EQ,INE489L01022,IIFLCAPS.NS
IITL,Industrial Investment Trust Limited,EQ,INE886A01014,IITL.NS
IKIO,IKIO Technologies Limited,EQ,INE0LOJ01019,IKIO.NS
IKS,Inventurus Knowledge Solutions Limited,EQ,INE115Q01022,IKS.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,INE369I01014,IL&FSENGG.NS
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,INE975G01012,IL&FSTRANS.NS
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,INE172N01012,IMAGICAA.NS
IMFA,Indian Metals & Ferro Alloys Limited,EQ,INE919H01018,IMFA.NS
IMPAL,India Motor Parts and Accessories Limited,EQ,INE547E01014,IMPAL.NS
IMPEXFERRO,Impex Ferro Tech Limited,BZ,INE691G01015,IMPEXFERRO.NS
INA,Insolation Energy Limited,EQ,INE0LGX01024,INA.NS
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,INE452L01012,INCREDIBLE.NS
INDBANK,Indbank Merchant Banking Services Limited,EQ,INE841B01017,INDBANK.NS
INDGN,Indegene Limited,EQ,INE065X01017,INDGN.NS
INDHOTEL,The Indian Hotels Company Limited,EQ,INE053A01029,INDHOTEL.NS
INDIACEM,The India Cements Limited,EQ,INE383A01012,INDIACEM.NS
INDIAGLYCO,India Glycols Limited,EQ,INE560A01023,INDIAGLYCO.NS
INDIAMART,Indiamart Intermesh Limited,EQ,INE933S01016,INDIAMART.NS
INDIANB,Indian Bank,EQ,INE562A01011,INDIANB.NS
INDIANCARD,Indian Card Clothing Company Limited,EQ,INE061A01014,INDIANCARD.NS
INDIANHUME,Indian Hume Pipe Company Limited,EQ,INE323C01030,INDIANHUME.NS
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,INE922K01024,INDIASHLTR.NS
INDIGO,InterGlobe Aviation Limited,EQ,INE646L01027,INDIGO.NS
INDIGOPNTS,Indigo Paints Limited,EQ,INE09VQ01012,INDIGOPNTS.NS
INDIQUBE,Indiqube Spaces Limited,EQ,INE06ST01018,INDIQUBE.NS
INDNIPPON,India Nippon Electricals Limited,EQ,INE092B01025,INDNIPPON.NS
INDOAMIN,Indo Amines Limited,BE,INE760F01028,INDOAMIN.NS
INDOBORAX,Indo Borax & Chemicals Limited,EQ,INE803D01021,INDOBORAX.NS
INDOCO,Indoco Remedies Limited,EQ,INE873D01024,INDOCO.NS
INDOFARM,Indo Farm Equipment Limited,EQ,INE622H01018,INDOFARM.NS
INDOKEM,Indokem Limited,EQ,INE716F01012,INDOKEM.NS
INDOMIM,INDO-MIM Limited,EQ,INE084101034,INDOMIM.NS
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,INE156A01020,INDORAMA.NS
INDOSTAR,IndoStar Capital Finance Limited,EQ,INE896L01010,INDOSTAR.NS
INDOTECH,Indo Tech Transformers Limited,EQ,INE332H01014,INDOTECH.NS
INDOTHAI,Indo Thai Securities Limited,EQ,INE337M01021,INDOTHAI.NS
INDOUS,Indo Us Biotech Limited,EQ,INE250Z01010,INDOUS.NS
INDOWIND,Indowind Energy Limited,EQ,INE227G01018,INDOWIND.NS
INDPRUD,Industrial & Prudential Investment Company Limited,EQ,INE620D01011,INDPRUD.NS
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,INE681B01017,INDRAMEDCO.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,INE915B01019,INDSWFTLAB.NS
INDTERRAIN,Indian Terrain Fashions Limited,EQ,INE611L01021,INDTERRAIN.NS
INDUSINDBK,IndusInd Bank Limited,EQ,INE095A01012,INDUSINDBK.NS
INDUSTOWER,Indus Towers Limited,EQ,INE121J01017,INDUSTOWER.NS
INFOBEAN,InfoBeans Technologies Limited,EQ,INE344S01016,INFOBEAN.NS
INFOMEDIA,Infomedia Press Limited,EQ,INE669A01022,INFOMEDIA.NS
INFY,Infosys Limited,EQ,INE009A01021,INFY.NS
INGERRAND,Ingersoll Rand (India) Limited,EQ,INE177A01018,INGERRAND.NS
INNOVACAP,Innova Captab Limited,EQ,INE0DUT01020,INNOVACAP.NS
INNOVANA,Innovana Thinklabs Limited,EQ,INE403Y01018,INNOVANA.NS
INNOVISION,Innovision Limited,EQ,INE0ADB01012,INNOVISION.NS
INOXGREEN,Inox Green Energy Services Limited,EQ,INE510W01014,INOXGREEN.NS
INOXINDIA,INOX India Limited,EQ,INE616N01034,INOXINDIA.NS
INOXWIND,Inox Wind Limited,EQ,INE066P01011,INOXWIND.NS
INSECTICID,Insecticides (India) Limited,EQ,INE070I01018,INSECTICID.NS
INSPIRISYS,Inspirisys Solutions Limited,EQ,INE020G01017,INSPIRISYS.NS
INTELLECT,Intellect Design Arena Limited,EQ,INE306R01017,INTELLECT.NS
INTENTECH,Intense Technologies Limited,EQ,INE781A01025,INTENTECH.NS
INTERARCH,Interarch Building Solutions Limited,EQ,INE00M901018,INTERARCH.NS
INTLCONV,International Conveyors Limited,EQ,INE575C01027,INTLCONV.NS
INVENTURE,Inventure Growth & Securities Limited,EQ,INE878H01024,INVENTURE.NS
INVPRECQ,Investment & Precision Castings Limited,BE,INE155E01016,INVPRECQ.NS
IOB,Indian Overseas Bank,EQ,INE565A01014,IOB.NS
IOC,Indian Oil Corporation Limited,EQ,INE242A01010,IOC.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,INE485C01029,IOLCP.NS
IONEXCHANG,ION Exchange (India) Limited,EQ,INE570A01022,IONEXCHANG.NS
IPCALAB,IPCA Laboratories Limited,EQ,INE571A01038,IPCALAB.NS
IPL,India Pesticides Limited,EQ,INE0D6701023,IPL.NS
IPRINGLTD,IP Rings Limited,EQ,INE558A01019,IPRINGLTD.NS
IRB,IRB Infrastructure Developers Limited,EQ,INE821I01022,IRB.NS
IRCON,Ircon International Limited,EQ,INE962Y01021,IRCON.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,INE335Y01020,IRCTC.NS
IREDA,Indian Renewable Energy Development Agency Limited,EQ,INE202E01016,IREDA.NS
IRFC,Indian Railway Finance Corporation Limited,EQ,INE053F01010,IRFC.NS
IRIS,IRIS RegTech Solutions Limited,EQ,INE864K01010,IRIS.NS
IRISDOREME,Iris Clothings Limited,EQ,INE01GN01025,IRISDOREME.NS
IRMENERGY,IRM Energy Limited,EQ,INE07U701015,IRMENERGY.NS
ISFT,Intrasoft Technologies Limited,EQ,INE566K01011,ISFT.NS
ISGEC,Isgec Heavy Engineering Limited,EQ,INE858B01029,ISGEC.NS
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,INE561M01018,ISHANCH.NS
ISTLTD,I S T Limited,EQ,INE684B01029,ISTLTD.NS
ITC,ITC Limited,EQ,INE154A01025,ITC.NS
ITCHOTELS,ITC Hotels Limited,EQ,INE379A01028,ITCHOTELS.NS
ITDC,India Tourism Development Corporation Limited,EQ,INE353K01014,ITDC.NS
ITI,ITI Limited,EQ,INE248A01017,ITI.NS
ITL,ITL Industries Limited,EQ,INE478D01014,ITL.NS
IVALUE,Ivalue Infosolutions Limited,EQ,INE056801025,IVALUE.NS
IVC,IL&FS Investment Managers Limited,EQ,INE050B01023,IVC.NS
IVP,IVP Limited,BE,INE043C01018,IVP.NS
IWP,The Indian Wood Products Company Limited,EQ,INE586E01020,IWP.NS
IXIGO,Le Travenues Technology Limited,EQ,INE0HV901016,IXIGO.NS
IZMO,IZMO Limited,EQ,INE848A01014,IZMO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,INE168A01041,J&KBANK.NS
JAGRAN,Jagran Prakashan Limited,EQ,INE199G01027,JAGRAN.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,INE048B01035,JAGSNPHARM.NS
JAIBALAJI,Jai Balaji Industries Limited,EQ,INE091G01026,JAIBALAJI.NS
JAICORPLTD,Jai Corp Limited,EQ,INE070D01027,JAICORPLTD.NS
JAINREC,Jain Resource Recycling Limited,EQ,INE0YD401026,JAINREC.NS
JAIPURKURT,Nandani Creation Limited,EQ,INE696V01013,JAIPURKURT.NS
JAMNAAUTO,Jamna Auto Industries Limited,EQ,INE039C01032,JAMNAAUTO.NS
JARO,Jaro Institute of Technology Management and Research Limited,EQ,INE00YJ01010,JARO.NS
JASH,Jash Engineering Limited,EQ,INE039O01029,JASH.NS
JAYAGROGN,Jayant Agro Organics Limited,EQ,INE785A01026,JAYAGROGN.NS
JAYBARMARU,Jay Bharat Maruti Limited,EQ,INE571B01036,JAYBARMARU.NS
JAYKAY,Jaykay Enterprises Limited,EQ,INE903A01025,JAYKAY.NS
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,INE854B01010,JAYNECOIND.NS
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,INE364A01020,JAYSREETEA.NS
JBMA,JBM Auto Limited,EQ,INE927D01051,JBMA.NS
JENBURPH,Jenburkt Pharmaceuticals Limited,EQ,INE354A01013,JENBURPH.NS
JETFREIGHT,Jet Freight Logistics Limited,EQ,INE982V01025,JETFREIGHT.NS
JGCHEM,J.G.Chemicals Limited,EQ,INE0MB501011,JGCHEM.NS
JHS,JHS Svendgaard Laboratories Limited,EQ,INE544H01014,JHS.NS
JINDALPHOT,Jindal Photo Limited,EQ,INE796G01012,JINDALPHOT.NS
JINDALPOLY,Jindal Poly Films Limited,EQ,INE197D01010,JINDALPOLY.NS
JINDALSAW,Jindal Saw Limited,EQ,INE324A01032,JINDALSAW.NS
JINDALSTEL,JINDAL STEEL LIMITED,EQ,INE749A01030,JINDALSTEL.NS
JINDRILL,Jindal Drilling And Industries Limited,EQ,INE742C01031,JINDRILL.NS
JINDWORLD,Jindal Worldwide Limited,EQ,INE247D01039,JINDWORLD.NS
JIOFIN,Jio Financial Services Limited,EQ,INE758E01017,JIOFIN.NS
JISLDVREQS,Jain Irrigation Systems Limited,EQ,IN9175A01010,JISLDVREQS.NS
JISLJALEQS,Jain Irrigation Systems Limited,EQ,INE175A01038,JISLJALEQS.NS
JITFINFRA,JITF Infralogistics Limited,EQ,INE863T01013,JITFINFRA.NS
JKCEMENT,JK Cement Limited,EQ,INE823G01014,JKCEMENT.NS
JKIL,J.Kumar Infraprojects Limited,EQ,INE576I01022,JKIL.NS
JKIPL,Jinkushal Industries Limited,EQ,INE1FF001016,JKIPL.NS
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,INE786A01032,JKLAKSHMI.NS
JKPAPER,JK Paper Limited,EQ,INE789E01012,JKPAPER.NS
JKTYRE,JK Tyre & Industries Limited,EQ,INE573A01042,JKTYRE.NS
JLHL,Jupiter Life Line Hospitals Limited,EQ,INE682M01020,JLHL.NS
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,INE412C01023,JMA.NS
JMFINANCIL,JM Financial Limited,EQ,INE780C01023,JMFINANCIL.NS
JNKINDIA,JNK India Limited,EQ,INE0OAF01028,JNKINDIA.NS
JNPR,Juniper Green Energy Limited,EQ,INE05C901015,JNPR.NS
JOCIL,Jocil Limited,EQ,INE839G01010,JOCIL.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,INE147P01019,JPOLYINVST.NS
JPPOWER,Jaiprakash Power Ventures Limited,EQ,INE351F01018,JPPOWER.NS
JSFB,Jana Small Finance Bank Limited,EQ,INE953L01027,JSFB.NS
JSIPL,Jindal Supreme (India) Limited,BE,INE1DLO01028,JSIPL.NS
JSL,Jindal Stainless Limited,EQ,INE220G01021,JSL.NS
JSLL,Jeena Sikho Lifecare Limited,EQ,INE0J5801029,JSLL.NS
JSWCEMENT,JSW Cement Limited,EQ,INE718I01012,JSWCEMENT.NS
JSWDULUX,JSW Dulux Limited,EQ,INE133A01011,JSWDULUX.NS
JSWENERGY,JSW Energy Limited,EQ,INE121E01018,JSWENERGY.NS
JSWHL,JSW Holdings Limited,EQ,INE824G01012,JSWHL.NS
JSWINFRA,JSW Infrastructure Limited,EQ,INE880J01026,JSWINFRA.NS
JSWSTEEL,JSW Steel Limited,EQ,INE019A01038,JSWSTEEL.NS
JTEKTINDIA,Jtekt India Limited,EQ,INE643A01035,JTEKTINDIA.NS
JTLIND,JTL INDUSTRIES LIMITED,EQ,INE391J01032,JTLIND.NS
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,INE03CC01015,JUBLCPL.NS
JUBLFOOD,Jubilant Foodworks Limited,EQ,INE797F01020,JUBLFOOD.NS
JUBLINGREA,Jubilant Ingrevia Limited,EQ,INE0BY001018,JUBLINGREA.NS
JUBLPHARMA,Jubilant Pharmova Limited,EQ,INE700A01033,JUBLPHARMA.NS
JUNIPER,Juniper Hotels Limited,EQ,INE696F01016,JUNIPER.NS
JUSTDIAL,Just Dial Limited,EQ,INE599M01018,JUSTDIAL.NS
JWL,Jupiter Wagons Limited,EQ,INE209L01016,JWL.NS
JYOTHYLAB,Jyothy Labs Limited,EQ,INE668F01031,JYOTHYLAB.NS
JYOTICNC,Jyoti CNC Automation Limited,EQ,INE980O01024,JYOTICNC.NS
JYOTIRES,Jyoti Resins & Adhesives Limited,EQ,INE577D01013,JYOTIRES.NS
JYOTISTRUC,Jyoti Structures Limited,EQ,INE197A01024,JYOTISTRUC.NS
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,INE900B01029,KABRAEXTRU.NS
KAJARIACER,Kajaria Ceramics Limited,EQ,INE217B01036,KAJARIACER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,INE437B01014,KAKATCEM.NS
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,INE438K01021,KALAMANDIR.NS
KALPATARU,Kalpataru Limited,EQ,INE227J01012,KALPATARU.NS
KALYANI,Kalyani Commercials Limited,BE,INE610E01010,KALYANI.NS
KALYANIFRG,Kalyani Forge Limited,BE,INE314G01014,KALYANIFRG.NS
KALYANKJIL,Kalyan Jewellers India Limited,EQ,INE303R01014,KALYANKJIL.NS
KAMAHOLD,Kama Holdings Limited,EQ,INE411F01010,KAMAHOLD.NS
KAMANWALA,Kamanwala Housing Construction Limited,EQ,INE344D01018,KAMANWALA.NS
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,INE967C01018,KAMATHOTEL.NS
KAMDHENU,Kamdhenu Limited,EQ,INE390H01020,KAMDHENU.NS
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,INE0BTI01037,KAMOPAINTS.NS
KANANIIND,Kanani Industries Limited,EQ,INE879E01037,KANANIIND.NS
KANCHI,Kanchi Karpooram Limited,EQ,INE081G01019,KANCHI.NS
KANCOTEA,Kanco Tea & Industries Limited,EQ,INE398L01017,KANCOTEA.NS
KANOHAR,Kanohar Electricals Limited,EQ,INE877D01025,KANOHAR.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,BE,INE138C01024,KANORICHEM.NS
KANPRPLA,Kanpur Plastipack Limited,EQ,INE694E01014,KANPRPLA.NS
KANSAINER,Kansai Nerolac Paints Limited,EQ,INE531A01024,KANSAINER.NS
KAPSTON,Kapston Services Limited,EQ,INE542Z01028,KAPSTON.NS
KARAMTARA,Karamtara Engineering Limited,EQ,INE590T01012,KARAMTARA.NS
KARMAENG,Karma Energy Limited,EQ,INE725L01011,KARMAENG.NS
KARURVYSYA,Karur Vysya Bank Limited,EQ,INE036D01028,KARURVYSYA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,BE,INE234I01028,KAUSHALYA.NS
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BE,INE641C01019,KAVDEFENCE.NS
KAYA,Kaya Limited,BE,INE587G01015,KAYA.NS
KAYNES,Kaynes Technology India Limited,EQ,INE918Z01012,KAYNES.NS
KCP,KCP Limited,EQ,INE805C01028,KCP.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,BE,INE790B01024,KCPSUGIND.NS
KDDL,KDDL Limited,EQ,INE291D01011,KDDL.NS
KDGREEN,KD Green Industries Limited,EQ,INE348N01042,KDGREEN.NS
KEC,KEC International Limited,EQ,INE389H01022,KEC.NS
KECL,Kirloskar Electric Company Limited,EQ,INE134B01017,KECL.NS
KEEPLEARN,DSJ Keep Learning Limited,EQ,INE055C01020,KEEPLEARN.NS
KEI,KEI Industries Limited,EQ,INE878B01027,KEI.NS
KELLTONTEC,Kellton Tech Solutions Limited,EQ,INE164B01030,KELLTONTEC.NS
KENNAMET,Kennametal India Limited,EQ,INE717A01029,KENNAMET.NS
KERNEX,Kernex Microsystems (India) Limited,EQ,INE202H01019,KERNEX.NS
KESORAMIND,Kesoram Industries Limited,BE,INE087A01019,KESORAMIND.NS
KEYFINSERV,Keynote Financial Services Limited,EQ,INE681C01015,KEYFINSERV.NS
KFINTECH,Kfin Technologies Limited,EQ,INE138Y01010,KFINTECH.NS
KHADIM,Khadim India Limited,BE,INE834I01025,KHADIM.NS
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,INE745B01028,KHAICHEM.NS
KHAITANLTD,Khaitan (India) Limited,EQ,INE731C01018,KHAITANLTD.NS
KHANDSE,Khandwala Securities Limited,EQ,INE060B01014,KHANDSE.NS
KICL,Kalyani Investment Company Limited,EQ,INE029L01018,KICL.NS
KILITCH,Kilitch Drugs (India) Limited,BE,INE729D01010,KILITCH.NS
KIMS,Krishna Institute of Medical Sciences Limited,EQ,INE967H01025,KIMS.NS
KINGFA,Kingfa Science & Technology (India) Limited,EQ,INE473D01015,KINGFA.NS
KIOCL,KIOCL Limited,EQ,INE880L01014,KIOCL.NS
KIRANVYPAR,Kiran Vyapar Limited,EQ,INE555P01013,KIRANVYPAR.NS
KIRIINDUS,Kiri Industries Limited,EQ,INE415I01015,KIRIINDUS.NS
KIRLFER,Kirloskar Ferrous Industries Limited,EQ,INE884B01025,KIRLFER.NS
KIRLOSBROS,Kirloskar Brothers Limited,EQ,INE732A01036,KIRLOSBROS.NS
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,INE146L01010,KIRLOSENG.NS
KIRLOSIND,Kirloskar Industries Limited,EQ,INE250A01039,KIRLOSIND.NS
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,INE811A01038,KIRLPNU.NS
KISSHT,OnEMI Technology Solutions Limited,EQ,INE12F801023,KISSHT.NS
KITEX,Kitex Garments Limited,EQ,INE602G01020,KITEX.NS
KJMCFIN,KJMC Financial Services Limited,EQ,INE533C01018,KJMCFIN.NS
KKCL,Kewal Kiran Clothing Limited,EQ,INE401H01017,KKCL.NS
KLBRENG-B,Kilburn Engineering Limited,EQ,INE338F01015,KLBRENG-B.NS
KMCSHIL,K M C Speciality Hospitals (India) Limited,EQ,INE879K01018,KMCSHIL.NS
KMEW,Knowledge Marine & Engineering Works Limited,EQ,INE0CJD01029,KMEW.NS
KMSUGAR,K.M.Sugar Mills Limited,EQ,INE157H01023,KMSUGAR.NS
KNACK,Knack Packaging Limited,EQ,INE17QZ01016,KNACK.NS
KNAGRI,KN Agri Resources Limited,EQ,INE0KNW01016,KNAGRI.NS
KNRCON,KNR Constructions Limited,EQ,INE634I01029,KNRCON.NS
KOHINOOR,Kohinoor Foods Limited,EQ,INE080B01012,KOHINOOR.NS
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,INE760A01029,KOKUYOCMLN.NS
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,INE094I01018,KOLTEPATIL.NS
KOPRAN,Kopran Limited,EQ,INE082A01010,KOPRAN.NS
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,INE237A01036,KOTAKBANK.NS
KOTARISUG,Kothari Sugars And Chemicals Limited,BE,INE419A01022,KOTARISUG.NS
KOTHARIPET,Kothari Petrochemicals Limited,EQ,INE720A01015,KOTHARIPET.NS
KOTHARIPRO,Kothari Products Limited,EQ,INE823A01017,KOTHARIPRO.NS
KOTIC,Kothari Industrial Corporation Limited,EQ,INE972A01020,KOTIC.NS
KOTYARK,Kotyark Industries Limited,BE,INE0J0B01017,KOTYARK.NS
KOVAI,Kovai Medical Center & Hospital Limited,EQ,INE177F01017,KOVAI.NS
KPEL,K.P. Energy Limited,EQ,INE127T01021,KPEL.NS
KPIGREEN,KPI Green Energy Limited,EQ,INE542W01025,KPIGREEN.NS
KPIL,Kalpataru Projects International Limited,EQ,INE220B01022,KPIL.NS
KPITTECH,KPIT Technologies Limited,EQ,INE04I401011,KPITTECH.NS
KPL,Kwality Pharmaceuticals Limited,EQ,INE552U01010,KPL.NS
KPRMILL,K.P.R. Mill Limited,EQ,INE930H01031,KPRMILL.NS
KRBL,KRBL Limited,EQ,INE001B01026,KRBL.NS
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,INE268B01013,KREBSBIO.NS
KRIDHANINF,Kridhan Infra Limited,EQ,INE524L01026,KRIDHANINF.NS
KRISHANA,Krishana Phoschem Limited,EQ,INE506W01020,KRISHANA.NS
KRISHIVAL,Krishival Foods Limited,EQ,INE0GGO01015,KRISHIVAL.NS
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,INE0J5601015,KRISHNADEF.NS
KRITI,Kriti Industries (India) Limited,EQ,INE479D01038,KRITI.NS
KRITIKA,Kritika Wires Limited,EQ,INE00Z501029,KRITIKA.NS
KRITINUT,Kriti Nutrients Limited,EQ,INE798K01010,KRITINUT.NS
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,INE0Q3J01015,KRN.NS
KRONOX,Kronox Lab Sciences Limited,BE,INE0ATZ01017,KRONOX.NS
KROSS,Kross Limited,EQ,INE0O6601022,KROSS.NS
KRSNAA,Krsnaa Diagnostics Limited,EQ,INE08LI01020,KRSNAA.NS
KRYSTAL,Krystal Integrated Services Limited,EQ,INE0QN801017,KRYSTAL.NS
KSB,Ksb Limited,EQ,INE999A01023,KSB.NS
KSCL,Kaveri Seed Company Limited,EQ,INE455I01029,KSCL.NS
KSE,KSE Limited,EQ,INE953E01022,KSE.NS
KSHINTL,KSH International Limited,EQ,INE987S01020,KSHINTL.NS
KSHITIJPOL,Kshitij Polyline Limited,EQ,INE013801027,KSHITIJPOL.NS
KSL,Kalyani Steels Limited,EQ,INE907A01026,KSL.NS
KSOLVES,Ksolves India Limited,EQ,INE0D6I01023,KSOLVES.NS
KSR,KSR Footwear Limited,BE,INE1SPP01016,KSR.NS
KTKBANK,The Karnataka Bank Limited,EQ,INE614B01018,KTKBANK.NS
KUANTUM,Kuantum Papers Limited,EQ,INE529I01021,KUANTUM.NS
KUSUMGAR,Kusumgar Limited,EQ,INE0ISX01025,KUSUMGAR.NS
KWIL,Kwality Wall's (India) Limited,EQ,INE2KCE01013,KWIL.NS
LADDERUP,Ladderup Finance Limited,BE,INE519D01015,LADDERUP.NS
LAGNAM,Lagnam Spintex Limited,EQ,INE548Z01017,LAGNAM.NS
LAHOTIOV,Lahoti Overseas Limited,EQ,INE515C01023,LAHOTIOV.NS
LAKPRE,Lakshmi Precision Screws Limited,BZ,INE651C01018,LAKPRE.NS
LAKSHMIMIL,Lakshmi Mills Company Limited,EQ,INE938C01019,LAKSHMIMIL.NS
LAL,Lorenzini Apparels Limited,EQ,INE740X01023,LAL.NS
LALITHAA,Lalithaa Jewellery Mart Limited,EQ,INE0K9O01026,LALITHAA.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,INE600L01024,LALPATHLAB.NS
LAMBODHARA,Lambodhara Textiles Limited,EQ,INE112F01022,LAMBODHARA.NS
LANCER,Lancer Container Lines Limited,EQ,INE359U01028,LANCER.NS
LANCORHOL,Lancor Holdings Limited,BE,INE572G01025,LANCORHOL.NS
LANDMARK,Landmark Cars Limited,EQ,INE559R01029,LANDMARK.NS
LANDSMILL,Landsmill Green Limited,EQ,INE688J01023,LANDSMILL.NS
LAOPALA,La Opala RG Limited,EQ,INE059D01020,LAOPALA.NS
LASERPOWER,Laser Power & Infra Limited,EQ,INE17IR01028,LASERPOWER.NS
LATENTVIEW,Latent View Analytics Limited,EQ,INE0I7C01011,LATENTVIEW.NS
LATTEYS,Latteys Industries Limited,EQ,INE262Z01023,LATTEYS.NS
LAURUSLABS,Laurus Labs Limited,EQ,INE947Q01028,LAURUSLABS.NS
LAXMICOT,Laxmi Cotspin Limited,EQ,INE801V01019,LAXMICOT.NS
LAXMIDENTL,Laxmi Dental Limited,EQ,INE0WO601020,LAXMIDENTL.NS
LAXMIINDIA,Laxmi India Finance Limited,EQ,INE06WU01026,LAXMIINDIA.NS
LCCINFOTEC,LCC Infotech Limited,EQ,INE938A01021,LCCINFOTEC.NS
LCCPROJECT,LCC Projects Limited,EQ,INE1FPN01026,LCCPROJECT.NS
LCL,Lohia Corp Limited,EQ,INE0QJW01029,LCL.NS
LEAPIND,LEAP India Limited,EQ,INE00GO01025,LEAPIND.NS
LEENEE,Lee & Nee Softwares Exports Limited,BE,INE791B01014,LEENEE.NS
LEMERITE,Le Merite Exports Limited,EQ,INE0G1L01025,LEMERITE.NS
LEMONTREE,Lemon Tree Hotels Limited,EQ,INE970X01018,LEMONTREE.NS
LENSKART,Lenskart Solutions Limited,EQ,INE956O01016,LENSKART.NS
LEXUS,Lexus Granito (India) Limited,EQ,INE500X01013,LEXUS.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,INE850E01012,LFIC.NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,INE337A01034,LGBBROSLTD.NS
LGEINDIA,LG Electronics India Limited,EQ,INE324D01010,LGEINDIA.NS
LGHL,Laxmi Goldorna House Limited,EQ,INE258Y01016,LGHL.NS
LIBAS,Libas Consumer Products Limited,EQ,INE908V01012,LIBAS.NS
LIBERTSHOE,Liberty Shoes Limited,EQ,INE557B01019,LIBERTSHOE.NS
LICHSGFIN,LIC Housing Finance Limited,EQ,INE115A01026,LICHSGFIN.NS
LICI,Life Insurance Corporation Of India,EQ,INE0J1Y01017,LICI.NS
LIKHITHA,Likhitha Infrastructure Limited,EQ,INE060901027,LIKHITHA.NS
LINC,Linc Limited,EQ,INE802B01027,LINC.NS
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,INE405C01035,LINCOLN.NS
LINDEINDIA,Linde India Limited,EQ,INE473A01011,LINDEINDIA.NS
LKPSEC,LKP Securities Limited,EQ,INE341H01023,LKPSEC.NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,INE093R01011,LLOYDSENGG.NS
LLOYDSENT,Lloyds Enterprises Limited,EQ,INE080I01025,LLOYDSENT.NS
LLOYDSME,Lloyds Metals And Energy Limited,EQ,INE281B01032,LLOYDSME.NS
LMW,LMW Limited,EQ,INE269B01029,LMW.NS
LODHA,Lodha Developers Limited,EQ,INE670K01029,LODHA.NS
LOKESHMACH,Lokesh Machines Limited,EQ,INE397H01017,LOKESHMACH.NS
LORDSCHLO,Lords Chloro Alkali Limited,EQ,INE846D01012,LORDSCHLO.NS
LOTUSCHO,Lotus Chocolate Company Limited,EQ,INE026D01011,LOTUSCHO.NS
LOTUSDEV,Sri Lotus Developers and Realty Limited,BE,INE0V9Q01010,LOTUSDEV.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,INE947I01017,LOTUSEYE.NS
LOVABLE,Lovable Lingerie Limited,EQ,INE597L01014,LOVABLE.NS
